TimeStamp,Total,Entering,Leaving,Date,Hour,NOx,medium_temp,medium_humidity,medium_windspeed,medium_winddirection,medium_pressure,total_rainfall,medium_radiation,medium_uv_a,medium_uv_b,medium_no,medium_no2,medium_o3,medium_pm10,medium_pm2.5
2016-01-01 01:00:00,1095.0,695.0,400.0,2016-01-01,01,68.0,5.2,93.8,0.9,205.0,989.0,0.0,0.0,1.47,0.03,112.0,33.0,4.0,521.0,462.0
2016-01-01 02:00:00,1987.0,1064.0,923.0,2016-01-01,02,83.0,5.3,93.6,0.8,23.3,989.0,0.0,0.0,1.48,0.03,156.0,36.0,4.0,797.0,710.0
2016-01-01 03:00:00,1786.0,980.0,806.0,2016-01-01,03,80.0,5.5,93.1,0.7,45.8,989.8,0.01,0.0,1.48,0.03,183.0,44.0,5.0,558.0,498.0
2016-01-01 04:00:00,1371.0,779.0,592.0,2016-01-01,04,79.0,5.6,93.1,1.1,49.7,990.0,0.04,0.0,1.51,0.03,197.0,42.0,4.0,520.0,470.0
2016-01-01 05:00:00,1159.0,702.0,457.0,2016-01-01,05,68.0,5.5,93.3,0.4,99.3,990.0,0.22,0.0,1.52,0.03,189.0,38.0,3.0,500.0,460.0
2016-01-01 06:00:00,900.0,492.0,408.0,2016-01-01,06,64.0,5.4,93.9,0.7,87.0,990.0,0.01,0.0,1.57,0.03,189.0,43.0,5.0,398.0,371.0
2016-01-01 07:00:00,731.0,410.0,321.0,2016-01-01,07,64.0,5.6,94.2,0.2,61.6,990.2,0.0,0.0,1.58,0.03,168.0,38.0,3.0,351.0,330.0
2016-01-01 08:00:00,478.0,279.0,199.0,2016-01-01,08,50.0,5.6,93.9,0.2,105.6,991.0,0.0,0.0,1.61,0.03,157.0,38.0,3.0,292.0,275.0
2016-01-01 09:00:00,389.0,182.0,207.0,2016-01-01,09,42.0,5.3,94.1,1.1,200.7,991.0,0.0,10.2,2.21,0.03,102.0,40.0,5.0,138.0,131.0
2016-01-01 10:00:00,486.0,229.0,257.0,2016-01-01,10,40.0,5.5,93.4,0.5,164.8,991.0,0.0,105.5,4.5,0.05,72.0,40.0,7.0,50.0,48.0
2016-01-01 11:00:00,762.0,401.0,361.0,2016-01-01,11,50.0,6.0,92.7,1.1,57.1,991.0,0.0,115.6,5.04,0.06,76.0,32.0,4.0,112.0,107.0
2016-01-01 12:00:00,1195.0,614.0,581.0,2016-01-01,12,55.0,5.7,92.7,1.5,21.0,990.0,0.0,72.2,4.94,0.07,61.0,32.0,5.0,102.0,98.0
2016-01-01 13:00:00,1591.0,846.0,745.0,2016-01-01,13,55.0,5.6,93.3,1.9,18.6,990.0,0.0,82.1,4.54,0.06,47.0,33.0,5.0,79.0,76.0
2016-01-01 14:00:00,1964.0,1009.0,955.0,2016-01-01,14,65.0,5.4,93.1,1.7,47.4,989.0,0.0,61.3,3.78,0.05,40.0,33.0,6.0,62.0,59.0
2016-01-01 15:00:00,2358.0,1190.0,1168.0,2016-01-01,15,68.0,5.7,93.1,0.9,30.1,988.0,0.0,38.7,3.26,0.04,29.0,37.0,9.0,59.0,57.0
2016-01-01 16:00:00,2345.0,1160.0,1185.0,2016-01-01,16,79.0,5.8,92.0,1.1,83.0,988.0,0.0,24.9,2.66,0.04,30.0,34.0,7.0,55.0,52.0
2016-01-01 17:00:00,2367.0,1135.0,1232.0,2016-01-01,17,84.0,5.3,92.3,1.3,84.5,987.9,0.0,0.1,1.75,0.03,22.0,37.0,9.0,43.0,40.0
2016-01-01 18:00:00,2304.0,1147.0,1157.0,2016-01-01,18,79.0,5.3,92.5,1.2,56.6,987.0,0.0,0.0,1.69,0.03,24.0,36.0,6.0,41.0,38.0
2016-01-01 19:00:00,2247.0,1103.0,1144.0,2016-01-01,19,75.0,4.2,92.5,0.7,72.0,986.0,0.0,0.0,1.7,0.03,21.0,32.0,6.0,40.0,37.0
2016-01-01 20:00:00,1872.0,985.0,887.0,2016-01-01,20,74.0,4.5,92.9,0.9,20.4,985.3,0.0,0.0,1.73,0.03,12.0,40.0,9.0,34.0,29.0
2016-01-01 21:00:00,1539.0,793.0,746.0,2016-01-01,21,74.0,4.5,92.8,0.4,174.8,984.8,0.0,0.0,1.73,0.03,20.0,32.0,6.0,34.0,31.0
2016-01-01 22:00:00,1344.0,719.0,625.0,2016-01-01,22,70.0,5.0,88.5,0.8,101.7,984.0,0.0,0.0,1.69,0.03,16.0,27.0,7.0,21.0,19.0
2016-01-01 23:00:00,1145.0,614.0,531.0,2016-01-01,23,68.0,5.1,84.0,0.6,98.0,983.7,0.0,0.0,1.69,0.03,12.0,29.0,8.0,18.0,16.0
2016-01-02 00:00:00,988.0,518.0,470.0,2016-01-02,00,58.0,4.9,83.3,1.4,64.9,983.0,0.0,0.0,1.69,0.03,13.0,25.0,9.0,18.0,16.0
2016-02-01 01:00:00,714.0,416.0,298.0,2016-02-01,01,56.0,12.3,85.8,3.6,239.6,978.0,0.0,0.0,1.92,0.05,0.0,9.0,30.0,2.0,2.0
2016-02-01 02:00:00,519.0,321.0,198.0,2016-02-01,02,45.0,12.7,84.5,4.4,240.8,979.0,0.0,0.0,1.92,0.05,0.0,5.0,39.0,3.0,3.0
2016-02-01 03:00:00,402.0,247.0,155.0,2016-02-01,03,70.69565217391305,13.7,76.2,4.3,249.2,980.0,0.0,0.0,1.98,0.05,0.0,2.0,37.0,1.0,1.0
2016-02-01 04:00:00,340.0,212.0,128.0,2016-02-01,04,40.0,13.9,72.7,4.7,247.4,980.0,0.0,0.0,2.02,0.05,0.0,2.0,40.0,1.0,1.0
2016-02-01 05:00:00,331.0,154.0,177.0,2016-02-01,05,42.0,14.2,68.5,5.3,255.6,981.0,0.0,0.0,1.88,0.05,0.0,1.0,45.0,1.0,1.0
2016-02-01 06:00:00,521.0,219.0,302.0,2016-02-01,06,46.0,14.1,67.0,4.5,266.7,982.4,0.0,0.0,1.86,0.05,0.0,2.0,43.0,0.0,0.0
2016-02-01 07:00:00,558.0,244.0,314.0,2016-02-01,07,46.0,13.9,64.4,4.5,256.7,983.4,0.0,0.0,1.78,0.05,0.0,5.0,42.0,1.0,1.0
2016-02-01 08:00:00,701.0,301.0,400.0,2016-02-01,08,50.0,13.4,68.9,2.6,235.1,984.0,0.0,0.1,1.89,0.05,1.0,15.0,26.0,1.0,1.0
2016-02-01 09:00:00,1043.0,413.0,630.0,2016-02-01,09,64.0,13.0,74.2,2.9,241.9,985.0,0.0,34.7,3.16,0.06,1.0,17.0,29.0,2.0,0.0
2016-02-01 10:00:00,1881.0,723.0,1158.0,2016-02-01,10,74.0,13.2,73.9,4.4,246.1,986.0,0.0,130.7,6.97,0.13,0.0,18.0,37.0,3.0,2.0
2016-02-01 11:00:00,2544.0,1075.0,1469.0,2016-02-01,11,76.0,13.4,71.6,3.1,238.9,986.5,0.0,84.5,4.62,0.09,1.0,17.0,28.0,7.0,5.0
2016-02-01 12:00:00,2671.0,1278.0,1393.0,2016-02-01,12,80.0,13.5,67.3,4.2,244.6,987.0,0.0,89.0,5.33,0.12,1.0,16.0,34.0,8.0,1.0
2016-02-01 13:00:00,3299.0,1397.0,1902.0,2016-02-01,13,84.0,13.4,66.1,3.1,246.6,987.0,0.0,43.3,3.38,0.08,1.0,16.0,32.0,7.0,3.0
2016-02-01 14:00:00,3556.0,1651.0,1905.0,2016-02-01,14,92.0,14.0,58.5,3.6,239.1,987.0,0.0,109.1,5.27,0.11,2.0,18.0,31.0,5.0,0.0
2016-02-01 15:00:00,4133.0,2020.0,2113.0,2016-02-01,15,100.0,13.4,55.7,4.3,225.2,987.0,0.0,52.5,3.92,0.08,0.0,17.0,35.0,5.0,0.0
2016-02-01 16:00:00,3994.0,2018.0,1976.0,2016-02-01,16,90.0,12.4,60.7,4.0,237.7,987.0,0.0,54.9,4.13,0.08,0.0,16.0,40.0,6.0,2.0
2016-02-01 17:00:00,3823.0,2040.0,1783.0,2016-02-01,17,92.0,12.1,60.4,2.9,223.6,987.0,0.0,15.6,3.33,0.07,2.0,21.0,28.0,3.0,1.0
2016-02-01 18:00:00,3831.0,2131.0,1700.0,2016-02-01,18,96.0,11.8,59.9,2.4,238.4,988.0,0.0,0.0,2.77,0.07,1.0,22.0,32.0,13.0,7.0
2016-02-01 19:00:00,3619.0,2022.0,1597.0,2016-02-01,19,94.0,11.6,59.3,2.3,238.9,988.0,0.0,0.0,2.97,0.08,1.0,21.0,31.0,6.0,2.0
2016-02-01 20:00:00,3036.0,1583.0,1453.0,2016-02-01,20,86.0,11.4,58.6,2.9,247.6,988.0,0.0,0.0,3.04,0.08,0.0,15.0,35.0,7.0,4.0
2016-02-01 21:00:00,2554.0,1449.0,1105.0,2016-02-01,21,81.0,11.4,58.9,2.7,245.7,988.5,0.0,0.0,3.03,0.08,0.0,12.0,36.0,5.0,2.0
2016-02-01 22:00:00,1898.0,1031.0,867.0,2016-02-01,22,65.0,11.3,58.5,3.1,240.9,988.0,0.0,0.0,3.3,0.09,0.0,9.0,38.0,9.0,6.0
2016-02-01 23:00:00,1809.0,1012.0,797.0,2016-02-01,23,64.0,11.2,57.3,2.2,237.8,988.0,0.0,0.0,2.7,0.07,0.0,9.0,35.0,5.0,1.0
2016-02-02 00:00:00,1721.0,918.0,803.0,2016-02-02,00,24.0,10.8,58.6,3.4,244.2,988.0,0.0,0.0,2.98,0.08,0.0,5.0,44.0,7.0,4.0
2016-03-01 01:00:00,1332.0,786.0,546.0,2016-03-01,01,65.0,0.5,91.5,2.4,318.9,983.8,0.0,0.0,1.82,0.03,1.0,8.0,6.0,19.0,18.0
2016-03-01 02:00:00,1045.0,590.0,455.0,2016-03-01,02,60.0,0.5,90.8,1.9,322.0,984.0,0.01,0.0,1.82,0.03,1.0,6.0,6.0,19.0,17.0
2016-03-01 03:00:00,822.0,500.0,322.0,2016-03-01,03,55.0,0.6,88.8,1.6,293.3,984.0,0.01,0.0,1.82,0.03,1.0,5.0,7.0,24.0,23.0
2016-03-01 04:00:00,645.0,403.0,242.0,2016-03-01,04,55.0,0.5,89.0,1.8,294.9,984.0,0.0,0.0,1.81,0.03,1.0,4.0,6.0,24.0,22.0
2016-03-01 05:00:00,582.0,365.0,217.0,2016-03-01,05,51.0,0.6,88.6,1.3,297.0,984.1,0.0,0.0,1.81,0.03,1.0,4.0,7.0,22.0,20.0
2016-03-01 06:00:00,590.0,320.0,270.0,2016-03-01,06,49.0,0.6,85.9,1.3,275.2,985.0,0.0,0.0,1.81,0.03,1.0,4.0,7.0,21.0,19.0
2016-03-01 07:00:00,498.0,253.0,245.0,2016-03-01,07,57.0,0.6,84.7,1.6,248.6,985.0,0.0,0.0,1.83,0.03,2.0,7.0,6.0,26.0,24.0
2016-03-01 08:00:00,407.0,193.0,214.0,2016-03-01,08,57.0,0.8,82.0,1.8,237.3,985.0,0.02,37.3,3.24,0.04,7.0,12.0,4.0,26.0,23.0
2016-03-01 09:00:00,507.0,229.0,278.0,2016-03-01,09,50.0,1.1,77.8,2.1,236.9,985.8,0.0,57.0,4.15,0.05,10.0,13.0,4.0,32.0,28.0
2016-03-01 10:00:00,1263.0,569.0,694.0,2016-03-01,10,69.0,2.0,70.2,1.4,208.1,985.0,0.0,167.2,7.71,0.11,14.0,14.0,4.0,32.0,28.0
2016-03-01 11:00:00,1650.0,832.0,818.0,2016-03-01,11,68.0,2.9,66.5,2.0,249.1,985.0,0.0,236.4,9.85,0.17,15.0,15.0,4.0,38.0,34.0
2016-03-01 12:00:00,2064.0,1077.0,987.0,2016-03-01,12,67.0,4.0,57.3,2.0,254.8,985.0,0.0,250.1,10.09,0.2,15.0,15.0,5.0,40.0,33.0
2016-03-01 13:00:00,2433.0,1274.0,1159.0,2016-03-01,13,59.0,5.5,55.0,2.3,233.4,984.0,0.0,441.4,13.99,0.27,20.0,16.0,5.0,38.0,29.0
2016-03-01 14:00:00,2635.0,1325.0,1310.0,2016-03-01,14,57.0,6.2,52.9,2.9,219.5,983.0,0.0,482.2,15.15,0.28,16.0,17.0,5.0,32.0,25.0
2016-03-01 15:00:00,3185.0,1572.0,1613.0,2016-03-01,15,82.0,7.0,48.9,3.4,224.5,982.0,0.0,261.1,9.92,0.18,14.0,16.0,5.0,36.0,28.0
2016-03-01 16:00:00,3146.0,1463.0,1683.0,2016-03-01,16,108.0,7.2,47.0,3.8,208.0,981.9,0.0,265.1,8.56,0.13,2.0,15.0,10.0,31.0,24.0
2016-03-01 17:00:00,3121.0,1500.0,1621.0,2016-03-01,17,117.0,7.3,46.2,3.6,228.8,981.0,0.0,123.4,4.76,0.06,2.0,14.0,9.0,28.0,22.0
2016-03-01 18:00:00,3348.0,1615.0,1733.0,2016-03-01,18,111.0,6.7,46.5,2.9,216.3,981.0,0.0,13.3,2.04,0.03,2.0,15.0,7.0,33.0,27.0
2016-03-01 19:00:00,3228.0,1633.0,1595.0,2016-03-01,19,109.0,5.9,58.9,2.9,209.6,980.3,0.0,0.0,1.52,0.03,3.0,15.0,6.0,35.0,30.0
2016-03-01 20:00:00,2507.0,1298.0,1209.0,2016-03-01,20,93.0,6.2,52.0,2.7,240.7,980.0,0.0,0.0,1.49,0.03,3.0,15.0,6.0,35.0,29.0
2016-03-01 21:00:00,1903.0,1025.0,878.0,2016-03-01,21,66.0,3.7,71.7,2.7,219.2,980.0,0.0,0.0,1.68,0.03,1.0,10.0,12.0,34.0,30.0
2016-03-01 22:00:00,1550.0,858.0,692.0,2016-03-01,22,69.0,3.3,82.8,1.4,195.9,980.0,0.0,0.0,1.73,0.03,1.0,11.0,7.0,34.0,31.0
2016-03-01 23:00:00,1497.0,943.0,554.0,2016-03-01,23,57.0,2.8,84.6,2.2,194.0,979.0,0.02,0.0,1.76,0.03,1.0,10.0,7.0,31.0,28.0
2016-03-02 00:00:00,1001.0,569.0,432.0,2016-03-02,00,13.0,3.0,84.6,4.0,217.5,977.9,0.0,0.0,1.75,0.03,1.0,9.0,9.0,26.0,24.0
2016-04-01 01:00:00,615.0,375.0,240.0,2016-04-01,01,54.0,12.6,89.1,1.4,345.3,969.3,0.0,0.0,1.24,0.03,6.0,22.0,0.0,18.0,13.0
2016-04-01 02:00:00,378.0,214.0,164.0,2016-04-01,02,43.0,8.8,92.2,1.7,309.5,971.0,0.0,0.0,1.31,0.03,2.0,12.0,3.0,20.0,17.0
2016-04-01 03:00:00,247.0,134.0,113.0,2016-04-01,03,38.0,8.5,92.5,0.2,260.5,971.9,0.0,0.0,1.36,0.03,2.0,9.0,1.0,18.0,15.0
2016-04-01 04:00:00,224.0,132.0,92.0,2016-04-01,04,37.0,7.7,92.1,2.2,304.9,973.0,0.0,0.0,1.38,0.03,1.0,6.0,16.0,20.0,18.0
2016-04-01 05:00:00,301.0,134.0,167.0,2016-04-01,05,41.0,6.8,92.2,2.7,312.5,974.4,0.0,0.0,1.44,0.03,2.0,5.0,24.0,17.0,15.0
2016-04-01 06:00:00,1106.0,486.0,620.0,2016-04-01,06,58.0,6.2,92.5,1.5,299.5,975.5,0.0,0.0,1.47,0.03,1.0,5.0,27.0,9.0,8.0
2016-04-01 07:00:00,2292.0,902.0,1390.0,2016-04-01,07,52.0,5.7,92.3,2.1,316.9,976.9,0.0,0.0,1.54,0.03,2.0,7.0,24.0,5.0,4.0
2016-04-01 08:00:00,2818.0,1199.0,1619.0,2016-04-01,08,62.0,5.8,92.1,2.1,316.8,977.9,0.0,4.5,1.86,0.03,3.0,11.0,18.0,7.0,7.0
2016-04-01 09:00:00,2837.0,1152.0,1685.0,2016-04-01,09,93.0,6.3,90.4,1.7,350.6,978.6,0.0,34.6,2.8,0.04,6.0,16.0,19.0,11.0,8.0
2016-04-01 10:00:00,2887.0,1172.0,1715.0,2016-04-01,10,81.0,6.3,85.8,2.4,340.8,979.8,0.0,61.8,4.06,0.06,6.0,15.0,24.0,11.0,3.0
2016-04-01 11:00:00,3232.0,1397.0,1835.0,2016-04-01,11,76.0,6.9,81.4,1.0,24.9,980.8,0.0,147.1,6.98,0.12,12.0,20.0,19.0,11.0,5.0
2016-04-01 12:00:00,3533.0,1578.0,1955.0,2016-04-01,12,68.0,6.9,79.0,2.4,326.2,982.0,0.0,69.3,4.45,0.08,7.0,17.0,23.0,14.0,6.0
2016-04-01 13:00:00,3594.0,1757.0,1837.0,2016-04-01,13,63.0,7.0,75.6,1.9,1.8,983.0,0.0,109.4,6.03,0.12,10.0,18.0,22.0,13.0,6.0
2016-04-01 14:00:00,3866.0,2025.0,1841.0,2016-04-01,14,57.0,8.2,72.9,1.2,58.6,982.6,0.0,322.0,13.35,0.27,12.0,18.0,17.0,15.0,8.0
2016-04-01 15:00:00,4266.0,2208.0,2058.0,2016-04-01,15,69.0,8.3,70.4,1.9,22.4,983.0,0.0,112.0,5.84,0.12,14.0,20.0,22.0,19.0,11.0
2016-04-01 16:00:00,4288.0,2308.0,1980.0,2016-04-01,16,51.0,7.8,72.6,2.3,21.3,983.0,0.0,81.1,4.89,0.09,12.0,19.0,29.0,21.0,13.0
2016-04-01 17:00:00,4471.0,2440.0,2031.0,2016-04-01,17,63.0,8.7,68.7,1.9,33.5,983.0,0.0,258.4,10.65,0.16,11.0,16.0,14.0,14.0,9.0
2016-04-01 18:00:00,4438.0,2503.0,1935.0,2016-04-01,18,82.0,8.8,65.8,2.1,31.8,983.0,0.0,82.2,4.45,0.06,8.0,17.0,21.0,13.0,8.0
2016-04-01 19:00:00,3824.0,2177.0,1647.0,2016-04-01,19,79.0,8.8,68.0,2.2,17.8,983.0,0.0,25.8,2.46,0.04,5.0,16.0,23.0,14.0,8.0
2016-04-01 20:00:00,2910.0,1650.0,1260.0,2016-04-01,20,80.0,8.6,68.4,2.5,71.7,983.1,0.0,1.5,1.59,0.03,7.0,18.0,31.0,14.0,9.0
2016-04-01 21:00:00,2217.0,1301.0,916.0,2016-04-01,21,82.0,8.4,69.9,1.4,80.4,984.0,0.0,0.0,1.44,0.03,9.0,20.0,26.0,11.0,8.0
2016-04-01 22:00:00,1592.0,956.0,636.0,2016-04-01,22,73.0,8.4,70.9,1.0,136.4,983.8,0.0,0.0,1.44,0.03,4.0,12.0,38.0,18.0,15.0
2016-04-01 23:00:00,1416.0,883.0,533.0,2016-04-01,23,64.0,8.4,72.0,0.9,126.0,983.0,0.0,0.0,1.44,0.03,3.0,11.0,31.0,13.0,11.0
2016-04-02 00:00:00,1134.0,612.0,522.0,2016-04-02,00,25.0,8.3,72.4,1.1,107.5,983.0,0.0,0.0,1.44,0.03,4.0,14.0,27.0,16.0,13.0
2016-05-01 01:00:00,581.0,368.0,213.0,2016-05-01,01,49.0,9.2,88.0,1.6,265.4,978.0,0.01,0.0,1.9,0.04,1.0,7.0,29.0,16.0,15.0
2016-05-01 02:00:00,405.0,224.0,181.0,2016-05-01,02,46.0,8.8,89.3,1.7,297.6,977.0,0.0,0.0,1.91,0.04,2.0,7.0,25.0,16.0,14.0
2016-05-01 03:00:00,290.0,170.0,120.0,2016-05-01,03,59.0,8.7,89.4,1.3,310.6,978.0,0.0,0.0,1.94,0.04,4.0,10.0,25.0,19.0,17.0
2016-05-01 04:00:00,274.0,160.0,114.0,2016-05-01,04,75.3913043478261,8.0,88.5,2.8,304.8,977.6,0.0,0.0,1.85,0.04,1.0,5.0,29.0,20.0,18.0
2016-05-01 05:00:00,339.0,158.0,181.0,2016-05-01,05,48.0,7.7,87.9,2.6,307.9,978.0,0.0,0.0,1.42,0.03,3.0,7.0,28.0,21.0,19.0
2016-05-01 06:00:00,1050.0,470.0,580.0,2016-05-01,06,85.0,7.3,88.4,2.8,313.5,978.0,0.0,0.0,1.45,0.03,1.0,4.0,32.0,20.0,19.0
2016-05-01 07:00:00,2198.0,840.0,1358.0,2016-05-01,07,87.0,7.0,89.1,3.0,310.4,978.8,0.0,18.1,2.32,0.03,1.0,3.0,32.0,15.0,14.0
2016-05-01 08:00:00,2764.0,1152.0,1612.0,2016-05-01,08,81.0,11.713043478260868,65.48260869565215,2.3913043478260865,222.54347826086956,980.4891304347826,0.00891304347826087,107.08260869565218,5.167173913043478,0.10065217391304353,1.1956521739130435,8.108695652173912,38.65217391304348,21.456521739130434,18.304347826086957
2016-05-01 09:00:00,2889.0,1138.0,1751.0,2016-05-01,09,90.0,7.5,86.1,3.6,319.1,980.0,0.0,127.5,6.48,0.08,0.0,0.0,38.0,17.0,16.0
2016-05-01 10:00:00,3125.0,1315.0,1810.0,2016-05-01,10,93.0,8.6,77.0,3.0,329.1,980.0,0.0,197.3,8.76,0.13,1.0,0.0,37.0,16.0,14.0
2016-05-01 11:00:00,3475.0,1475.0,2000.0,2016-05-01,11,72.0,10.1,72.3,3.4,319.3,980.0,0.0,295.9,12.06,0.22,1.0,1.0,36.0,23.0,22.0
2016-05-01 12:00:00,3413.0,1628.0,1785.0,2016-05-01,12,74.0,11.6,63.1,3.2,319.2,980.4,0.0,209.5,8.77,0.18,1.0,2.0,38.0,24.0,21.0
2016-05-01 13:00:00,3540.0,1783.0,1757.0,2016-05-01,13,57.0,12.2,62.3,2.4,286.7,981.0,0.0,296.4,11.52,0.25,0.0,1.0,39.0,17.0,13.0
2016-05-01 14:00:00,3963.0,2015.0,1948.0,2016-05-01,14,62.0,15.0,45.9,2.6,351.6,981.0,0.0,366.8,13.82,0.32,0.0,2.0,41.0,24.0,22.0
2016-05-01 15:00:00,4406.0,2215.0,2191.0,2016-05-01,15,74.0,15.1,46.2,3.5,327.7,981.0,0.0,185.4,7.57,0.17,0.0,3.0,49.0,33.0,30.0
2016-05-01 16:00:00,4528.0,2421.0,2107.0,2016-05-01,16,84.0,16.4,42.5,2.8,10.0,980.2,0.0,160.0,6.9,0.14,0.0,6.0,53.0,25.0,23.0
2016-05-01 17:00:00,4830.0,2620.0,2210.0,2016-05-01,17,97.0,15.4,46.9,2.5,21.3,981.0,0.0,261.8,10.12,0.17,3.0,15.0,44.0,22.0,17.0
2016-05-01 18:00:00,4760.0,2670.0,2090.0,2016-05-01,18,107.0,15.7,42.7,2.5,23.5,982.0,0.0,117.5,5.08,0.07,0.0,8.0,54.0,21.0,18.0
2016-05-01 19:00:00,4339.0,2490.0,1849.0,2016-05-01,19,122.0,15.7,42.4,3.3,36.9,982.0,0.0,38.5,2.49,0.04,1.0,17.0,50.0,24.0,20.0
2016-05-01 20:00:00,3428.0,1940.0,1488.0,2016-05-01,20,86.0,15.7,40.5,2.3,36.0,983.0,0.0,19.2,1.73,0.03,2.0,25.0,40.0,20.0,12.0
2016-05-01 21:00:00,2454.0,1418.0,1036.0,2016-05-01,21,73.0,15.3,42.7,1.7,24.9,984.0,0.0,0.9,1.1,0.03,0.0,19.0,43.0,32.0,23.0
2016-05-01 22:00:00,2028.0,1075.0,953.0,2016-05-01,22,58.0,14.7,45.0,1.6,107.8,985.0,0.0,0.0,1.04,0.03,0.0,23.0,38.0,32.0,24.0
2016-05-01 23:00:00,2007.0,971.0,1036.0,2016-05-01,23,74.0,13.1,52.4,0.8,120.2,985.3,0.0,0.0,1.1,0.03,0.0,3.0,67.0,20.0,17.0
2016-05-02 00:00:00,1821.0,881.0,940.0,2016-05-02,00,26.0,12.2,65.4,1.4,208.2,985.8,0.0,0.0,1.15,0.03,0.0,21.0,41.0,13.0,11.0
2016-06-01 01:00:00,1298.0,682.0,616.0,2016-06-01,01,55.0,16.7,66.3,0.7,241.9,977.6,0.0,0.0,1.03,0.03,0.0,11.0,0.0,8.0,4.0
2016-06-01 02:00:00,974.0,562.0,412.0,2016-06-01,02,56.0,16.3,68.2,0.9,260.6,977.8,0.0,0.0,1.03,0.03,0.0,5.0,29.0,4.0,1.0
2016-06-01 03:00:00,720.0,451.0,269.0,2016-06-01,03,64.0,15.8,67.4,0.9,271.4,978.0,0.0,0.0,1.04,0.03,0.0,1.0,43.0,3.0,1.0
2016-06-01 04:00:00,671.0,410.0,261.0,2016-06-01,04,64.0,15.2,69.0,1.1,222.3,977.2,0.0,0.0,1.08,0.03,0.0,2.0,46.0,5.0,3.0
2016-06-01 05:00:00,526.0,326.0,200.0,2016-06-01,05,38.0,14.4,73.9,1.1,223.2,977.0,0.0,0.0,1.12,0.03,0.0,4.0,43.0,8.680851063829786,4.558139534883721
2016-06-01 06:00:00,646.0,349.0,297.0,2016-06-01,06,41.0,14.0,77.1,1.4,216.3,978.0,0.0,10.1,1.78,0.03,1.0,9.0,41.0,5.0,4.0
2016-06-01 07:00:00,633.0,275.0,358.0,2016-06-01,07,54.0,15.0,72.2,1.4,209.4,978.0,0.0,135.4,4.36,0.05,3.0,11.0,29.0,6.0,3.0
2016-06-01 08:00:00,529.0,243.0,286.0,2016-06-01,08,40.0,16.4,61.7,2.0,306.7,978.0,0.0,293.5,8.78,0.11,2.0,8.0,35.0,1.0,4.558139534883721
2016-06-01 09:00:00,764.0,312.0,452.0,2016-06-01,09,41.0,16.6,60.7,2.7,309.6,978.0,0.0,380.9,13.42,0.23,5.0,10.0,41.0,6.0,1.0
2016-06-01 10:00:00,1412.0,609.0,803.0,2016-06-01,10,64.0,18.2,53.3,1.6,335.9,978.0,0.0,346.6,14.73,0.34,5.0,10.0,35.0,7.0,3.0
2016-06-01 11:00:00,1951.0,906.0,1045.0,2016-06-01,11,68.0,18.6,52.2,1.9,323.0,978.0,0.0,349.6,14.94,0.39,3.0,7.0,26.0,14.0,5.0
2016-06-01 12:00:00,2214.0,1048.0,1166.0,2016-06-01,12,53.0,18.9,51.5,2.7,328.9,978.0,0.0,538.6,21.57,0.6,3.0,7.0,31.0,9.0,2.0
2016-06-01 13:00:00,2631.0,1400.0,1231.0,2016-06-01,13,47.0,18.9,50.1,2.2,347.8,977.9,0.0,299.2,13.16,0.38,2.0,8.0,27.0,17.0,10.0
2016-06-01 14:00:00,2804.0,1446.0,1358.0,2016-06-01,14,49.0,18.8,52.2,1.8,336.1,977.2,0.0,171.6,8.48,0.23,4.0,13.0,42.0,13.0,7.0
2016-06-01 15:00:00,3288.0,1601.0,1687.0,2016-06-01,15,50.0,18.9,56.4,1.5,340.4,977.0,0.0,286.5,12.46,0.34,4.0,13.0,36.0,14.0,6.0
2016-06-01 16:00:00,3089.0,1597.0,1492.0,2016-06-01,16,63.0,19.3,52.5,2.2,320.1,976.9,0.0,325.6,13.76,0.36,1.0,6.0,43.0,18.0,8.0
2016-06-01 17:00:00,3184.0,1554.0,1630.0,2016-06-01,17,84.0,19.8,51.0,2.2,334.3,976.0,0.0,231.1,10.06,0.23,2.0,9.0,38.0,19.0,9.0
2016-06-01 18:00:00,3518.0,1711.0,1807.0,2016-06-01,18,81.0,19.8,51.1,2.9,316.8,976.0,0.0,170.1,7.96,0.16,1.0,7.0,54.0,15.0,8.0
2016-06-01 19:00:00,3108.0,1593.0,1515.0,2016-06-01,19,61.0,19.7,50.3,2.8,306.9,976.0,0.0,154.4,6.78,0.11,0.0,5.0,47.0,8.0,3.0
2016-06-01 20:00:00,2689.0,1386.0,1303.0,2016-06-01,20,73.0,18.8,53.7,2.4,315.3,976.0,0.0,58.2,3.41,0.05,0.0,5.0,48.0,8.0,6.0
2016-06-01 21:00:00,2118.0,1209.0,909.0,2016-06-01,21,63.0,18.1,56.1,2.2,293.6,976.0,0.0,14.6,1.75,0.04,0.0,4.0,50.0,7.0,4.0
2016-06-01 22:00:00,1761.0,1008.0,753.0,2016-06-01,22,57.0,17.9,57.9,2.3,250.1,976.0,0.0,0.0,1.24,0.03,0.0,6.0,49.0,4.0,2.0
2016-06-01 23:00:00,1614.0,961.0,653.0,2016-06-01,23,58.0,16.6,68.0,2.0,227.9,976.0,0.0,0.0,1.28,0.03,0.0,8.0,38.0,6.0,4.0
2016-06-02 00:00:00,1113.0,627.0,486.0,2016-06-02,00,99.0,14.9,85.1,2.0,210.4,976.0,0.44,0.0,1.36,0.03,0.0,5.0,62.0,7.0,6.0
